,location,date,vaccine,total_vaccinations
16792,Romania,2021-08-22,Oxford/AstraZeneca,846426
16793,Romania,2021-08-22,Pfizer/BioNTech,7528368
16794,Romania,2021-08-23,Johnson&Johnson,567925
16795,Romania,2021-08-23,Moderna,728114
16796,Romania,2021-08-23,Oxford/AstraZeneca,846483
16797,Romania,2021-08-23,Pfizer/BioNTech,7534377
16798,Romania,2021-08-24,Johnson&Johnson,574465
16799,Romania,2021-08-24,Moderna,728306
16800,Romania,2021-08-24,Oxford/AstraZeneca,846516
16801,Romania,2021-08-24,Pfizer/BioNTech,7541021
16802,Romania,2021-08-25,Johnson&Johnson,581090
16803,Romania,2021-08-25,Moderna,728487
16804,Romania,2021-08-25,Oxford/AstraZeneca,846562
16805,Romania,2021-08-25,Pfizer/BioNTech,7547658
16806,Romania,2021-08-26,Johnson&Johnson,587735
16807,Romania,2021-08-26,Moderna,728720
16808,Romania,2021-08-26,Oxford/AstraZeneca,846625
16809,Romania,2021-08-26,Pfizer/BioNTech,7554012
16810,Romania,2021-08-27,Johnson&Johnson,594304
16811,Romania,2021-08-27,Moderna,728919
16812,Romania,2021-08-27,Oxford/AstraZeneca,846668
16813,Romania,2021-08-27,Pfizer/BioNTech,7560564
16814,Romania,2021-08-28,Johnson&Johnson,597493
16815,Romania,2021-08-28,Moderna,729164
16816,Romania,2021-08-28,Oxford/AstraZeneca,846702
16817,Romania,2021-08-28,Pfizer/BioNTech,7565791
16818,Romania,2021-08-29,Johnson&Johnson,599530
16819,Romania,2021-08-29,Moderna,729348
16820,Romania,2021-08-29,Oxford/AstraZeneca,846735
16821,Romania,2021-08-29,Pfizer/BioNTech,7569157
16822,Romania,2021-08-30,Johnson&Johnson,604168
16823,Romania,2021-08-30,Moderna,729520
16824,Romania,2021-08-30,Oxford/AstraZeneca,846765
16825,Romania,2021-08-30,Pfizer/BioNTech,7574972
16826,Romania,2021-08-31,Johnson&Johnson,609922
16827,Romania,2021-08-31,Moderna,729722
16828,Romania,2021-08-31,Oxford/AstraZeneca,846798
16829,Romania,2021-08-31,Pfizer/BioNTech,7581089
16830,Romania,2021-09-01,Johnson&Johnson,614963
16831,Romania,2021-09-01,Moderna,729932
16832,Romania,2021-09-01,Oxford/AstraZeneca,846822
16833,Romania,2021-09-01,Pfizer/BioNTech,7586831
16834,Romania,2021-09-02,Johnson&Johnson,620073
16835,Romania,2021-09-02,Moderna,730136
16836,Romania,2021-09-02,Oxford/AstraZeneca,846865
16837,Romania,2021-09-02,Pfizer/BioNTech,7592323
16838,Romania,2021-09-03,Johnson&Johnson,625277
16839,Romania,2021-09-03,Moderna,730313
16840,Romania,2021-09-03,Oxford/AstraZeneca,846901
16841,Romania,2021-09-03,Pfizer/BioNTech,7597738
16842,Romania,2021-09-04,Johnson&Johnson,627679
16843,Romania,2021-09-04,Moderna,730481
16844,Romania,2021-09-04,Oxford/AstraZeneca,846915
16845,Romania,2021-09-04,Pfizer/BioNTech,7601830
16846,Romania,2021-09-05,Johnson&Johnson,629096
16847,Romania,2021-09-05,Moderna,730575
16848,Romania,2021-09-05,Oxford/AstraZeneca,846929
16849,Romania,2021-09-05,Pfizer/BioNTech,7604327
16850,Romania,2021-09-06,Johnson&Johnson,632553
16851,Romania,2021-09-06,Moderna,730694
16852,Romania,2021-09-06,Oxford/AstraZeneca,846943
16853,Romania,2021-09-06,Pfizer/BioNTech,7608827
16854,Romania,2021-09-07,Johnson&Johnson,636613
16855,Romania,2021-09-07,Moderna,730819
16856,Romania,2021-09-07,Oxford/AstraZeneca,846973
16857,Romania,2021-09-07,Pfizer/BioNTech,7613579
16858,Romania,2021-09-08,Johnson&Johnson,640953
16859,Romania,2021-09-08,Moderna,730998
16860,Romania,2021-09-08,Oxford/AstraZeneca,847014
16861,Romania,2021-09-08,Pfizer/BioNTech,7618487
16862,Romania,2021-09-09,Johnson&Johnson,645079
16863,Romania,2021-09-09,Moderna,731154
16864,Romania,2021-09-09,Oxford/AstraZeneca,847049
16865,Romania,2021-09-09,Pfizer/BioNTech,7623198
16866,Romania,2021-09-10,Johnson&Johnson,649845
16867,Romania,2021-09-10,Moderna,731308
16868,Romania,2021-09-10,Oxford/AstraZeneca,847098
16869,Romania,2021-09-10,Pfizer/BioNTech,7628412
16870,Romania,2021-09-11,Johnson&Johnson,652297
16871,Romania,2021-09-11,Moderna,731497
16872,Romania,2021-09-11,Oxford/AstraZeneca,847123
16873,Romania,2021-09-11,Pfizer/BioNTech,7632962
16874,Romania,2021-09-12,Johnson&Johnson,653960
16875,Romania,2021-09-12,Moderna,731589
16876,Romania,2021-09-12,Oxford/AstraZeneca,847136
16877,Romania,2021-09-12,Pfizer/BioNTech,7635765
16878,Romania,2021-09-13,Johnson&Johnson,657424
16879,Romania,2021-09-13,Moderna,731701
16880,Romania,2021-09-13,Oxford/AstraZeneca,847163
16881,Romania,2021-09-13,Pfizer/BioNTech,7640202
16882,Romania,2021-09-14,Johnson&Johnson,661913
16883,Romania,2021-09-14,Moderna,731834
16884,Romania,2021-09-14,Oxford/AstraZeneca,847198
16885,Romania,2021-09-14,Pfizer/BioNTech,7645598
16886,Romania,2021-09-15,Johnson&Johnson,666697
16887,Romania,2021-09-15,Moderna,731968
16888,Romania,2021-09-15,Oxford/AstraZeneca,847226
16889,Romania,2021-09-15,Pfizer/BioNTech,7651155
16890,Romania,2021-09-16,Johnson&Johnson,671893
16891,Romania,2021-09-16,Moderna,732186
16892,Romania,2021-09-16,Oxford/AstraZeneca,847269
16893,Romania,2021-09-16,Pfizer/BioNTech,7656887
16894,Romania,2021-09-17,Johnson&Johnson,678144
16895,Romania,2021-09-17,Moderna,732397
16896,Romania,2021-09-17,Oxford/AstraZeneca,847300
16897,Romania,2021-09-17,Pfizer/BioNTech,7663761
16898,Romania,2021-09-18,Johnson&Johnson,681646
16899,Romania,2021-09-18,Moderna,732672
16900,Romania,2021-09-18,Oxford/AstraZeneca,847343
16901,Romania,2021-09-18,Pfizer/BioNTech,7670125
16902,Romania,2021-09-19,Johnson&Johnson,684411
16903,Romania,2021-09-19,Moderna,732771
16904,Romania,2021-09-19,Oxford/AstraZeneca,847367
16905,Romania,2021-09-19,Pfizer/BioNTech,7674613
16906,Romania,2021-09-20,Johnson&Johnson,689769
16907,Romania,2021-09-20,Moderna,732967
16908,Romania,2021-09-20,Oxford/AstraZeneca,847417
16909,Romania,2021-09-20,Pfizer/BioNTech,7681035
16910,Romania,2021-09-21,Johnson&Johnson,697139
16911,Romania,2021-09-21,Moderna,733183
16912,Romania,2021-09-21,Oxford/AstraZeneca,847466
16913,Romania,2021-09-21,Pfizer/BioNTech,7689082
16914,Romania,2021-09-22,Johnson&Johnson,705402
16915,Romania,2021-09-22,Moderna,733403
16916,Romania,2021-09-22,Oxford/AstraZeneca,847512
16917,Romania,2021-09-22,Pfizer/BioNTech,7697415
16918,Romania,2021-09-23,Johnson&Johnson,714721
16919,Romania,2021-09-23,Moderna,733677
16920,Romania,2021-09-23,Oxford/AstraZeneca,847580
16921,Romania,2021-09-23,Pfizer/BioNTech,7706168
16922,Romania,2021-09-24,Johnson&Johnson,724828
16923,Romania,2021-09-24,Moderna,733952
16924,Romania,2021-09-24,Oxford/AstraZeneca,847669
16925,Romania,2021-09-24,Pfizer/BioNTech,7715678
16926,Romania,2021-09-25,Johnson&Johnson,731749
16927,Romania,2021-09-25,Moderna,734236
16928,Romania,2021-09-25,Oxford/AstraZeneca,847734
16929,Romania,2021-09-25,Pfizer/BioNTech,7725142
16930,Romania,2021-09-26,Johnson&Johnson,736628
16931,Romania,2021-09-26,Moderna,734417
16932,Romania,2021-09-26,Oxford/AstraZeneca,847769
16933,Romania,2021-09-26,Pfizer/BioNTech,7731060
16934,Romania,2021-09-27,Johnson&Johnson,745637
16935,Romania,2021-09-27,Moderna,734676
16936,Romania,2021-09-27,Oxford/AstraZeneca,847844
16937,Romania,2021-09-27,Pfizer/BioNTech,7739703
16938,Romania,2021-09-28,Johnson&Johnson,757106
16939,Romania,2021-09-28,Moderna,735597
16940,Romania,2021-09-28,Oxford/AstraZeneca,847950
16941,Romania,2021-09-28,Pfizer/BioNTech,7770019
16942,Romania,2021-09-29,Johnson&Johnson,769373
16943,Romania,2021-09-29,Moderna,737435
16944,Romania,2021-09-29,Oxford/AstraZeneca,848019
16945,Romania,2021-09-29,Pfizer/BioNTech,7816940
16946,Romania,2021-09-30,Johnson&Johnson,782314
16947,Romania,2021-09-30,Moderna,739503
16948,Romania,2021-09-30,Oxford/AstraZeneca,848105
16949,Romania,2021-09-30,Pfizer/BioNTech,7863718
16950,Romania,2021-10-01,Johnson&Johnson,796578
16951,Romania,2021-10-01,Moderna,741546
16952,Romania,2021-10-01,Oxford/AstraZeneca,848157
16953,Romania,2021-10-01,Pfizer/BioNTech,7909195
16954,Romania,2021-10-02,Johnson&Johnson,805446
16955,Romania,2021-10-02,Moderna,743539
16956,Romania,2021-10-02,Oxford/AstraZeneca,848212
16957,Romania,2021-10-02,Pfizer/BioNTech,7943844
16958,Romania,2021-10-03,Johnson&Johnson,811782
16959,Romania,2021-10-03,Moderna,744753
16960,Romania,2021-10-03,Oxford/AstraZeneca,848232
16961,Romania,2021-10-03,Pfizer/BioNTech,7966761
16962,Romania,2021-10-04,Johnson&Johnson,822525
16963,Romania,2021-10-04,Moderna,746481
16964,Romania,2021-10-04,Oxford/AstraZeneca,848265
16965,Romania,2021-10-04,Pfizer/BioNTech,8007154
16966,Romania,2021-10-05,Johnson&Johnson,836391
16967,Romania,2021-10-05,Moderna,748272
16968,Romania,2021-10-05,Oxford/AstraZeneca,848310
16969,Romania,2021-10-05,Pfizer/BioNTech,8051932
16970,Romania,2021-10-06,Johnson&Johnson,849085
16971,Romania,2021-10-06,Moderna,749802
16972,Romania,2021-10-06,Oxford/AstraZeneca,848330
16973,Romania,2021-10-06,Pfizer/BioNTech,8093599
16974,Romania,2021-10-07,Johnson&Johnson,864141
16975,Romania,2021-10-07,Moderna,750896
16976,Romania,2021-10-07,Oxford/AstraZeneca,848353
16977,Romania,2021-10-07,Pfizer/BioNTech,8140049
16978,Romania,2021-10-08,Johnson&Johnson,880796
16979,Romania,2021-10-08,Moderna,752516
16980,Romania,2021-10-08,Oxford/AstraZeneca,848382
16981,Romania,2021-10-08,Pfizer/BioNTech,8188997
16982,Romania,2021-10-09,Johnson&Johnson,891730
16983,Romania,2021-10-09,Moderna,754285
16984,Romania,2021-10-09,Oxford/AstraZeneca,848422
16985,Romania,2021-10-09,Pfizer/BioNTech,8229069
16986,Romania,2021-10-10,Johnson&Johnson,899177
16987,Romania,2021-10-10,Moderna,755359
16988,Romania,2021-10-10,Oxford/AstraZeneca,848444
16989,Romania,2021-10-10,Pfizer/BioNTech,8255920
16990,Romania,2021-10-11,Johnson&Johnson,910191
16991,Romania,2021-10-11,Moderna,756537
16992,Romania,2021-10-11,Oxford/AstraZeneca,848469
16993,Romania,2021-10-11,Pfizer/BioNTech,8295424
16994,Romania,2021-10-12,Johnson&Johnson,924359
16995,Romania,2021-10-12,Moderna,758005
16996,Romania,2021-10-12,Oxford/AstraZeneca,848502
16997,Romania,2021-10-12,Pfizer/BioNTech,8338164
16998,Romania,2021-10-13,Johnson&Johnson,939350
16999,Romania,2021-10-13,Moderna,759757
17000,Romania,2021-10-13,Oxford/AstraZeneca,848526
17001,Romania,2021-10-13,Pfizer/BioNTech,8381523
17002,Romania,2021-10-14,Johnson&Johnson,956088
17003,Romania,2021-10-14,Moderna,761650
17004,Romania,2021-10-14,Oxford/AstraZeneca,848565
17005,Romania,2021-10-14,Pfizer/BioNTech,8430706
17006,Romania,2021-10-15,Johnson&Johnson,975338
17007,Romania,2021-10-15,Moderna,764018
17008,Romania,2021-10-15,Oxford/AstraZeneca,848601
17009,Romania,2021-10-15,Pfizer/BioNTech,8482429
17010,Romania,2021-10-16,Johnson&Johnson,988004
17011,Romania,2021-10-16,Moderna,766341
17012,Romania,2021-10-16,Oxford/AstraZeneca,848638
17013,Romania,2021-10-16,Pfizer/BioNTech,8526722
17014,Romania,2021-10-17,Johnson&Johnson,996950
17015,Romania,2021-10-17,Moderna,767763
17016,Romania,2021-10-17,Oxford/AstraZeneca,848657
17017,Romania,2021-10-17,Pfizer/BioNTech,8557901
17018,Romania,2021-10-18,Johnson&Johnson,1011203
17019,Romania,2021-10-18,Moderna,769717
17020,Romania,2021-10-18,Oxford/AstraZeneca,848691
17021,Romania,2021-10-18,Pfizer/BioNTech,8603716
17022,Romania,2021-10-19,Johnson&Johnson,1028192
17023,Romania,2021-10-19,Moderna,771829
17024,Romania,2021-10-19,Oxford/AstraZeneca,848734
17025,Romania,2021-10-19,Pfizer/BioNTech,8653313
17026,Romania,2021-10-20,Johnson&Johnson,1047530
17027,Romania,2021-10-20,Moderna,774291
17028,Romania,2021-10-20,Oxford/AstraZeneca,848762
17029,Romania,2021-10-20,Pfizer/BioNTech,8711044
17030,Romania,2021-10-21,Johnson&Johnson,1075172
17031,Romania,2021-10-21,Moderna,777109
17032,Romania,2021-10-21,Oxford/AstraZeneca,848809
17033,Romania,2021-10-21,Pfizer/BioNTech,8779913
17034,Romania,2021-10-22,Johnson&Johnson,1114967
17035,Romania,2021-10-22,Moderna,780505
17036,Romania,2021-10-22,Oxford/AstraZeneca,848864
17037,Romania,2021-10-22,Pfizer/BioNTech,8864681
17038,Romania,2021-10-23,Johnson&Johnson,1153042
17039,Romania,2021-10-23,Moderna,784566
17040,Romania,2021-10-23,Oxford/AstraZeneca,848931
17041,Romania,2021-10-23,Pfizer/BioNTech,8949787
17042,Romania,2021-10-24,Johnson&Johnson,1189126
17043,Romania,2021-10-24,Moderna,787823
17044,Romania,2021-10-24,Oxford/AstraZeneca,848963
17045,Romania,2021-10-24,Pfizer/BioNTech,9020953
17046,Romania,2021-10-25,Johnson&Johnson,1233454
17047,Romania,2021-10-25,Moderna,790952
17048,Romania,2021-10-25,Oxford/AstraZeneca,849021
17049,Romania,2021-10-25,Pfizer/BioNTech,9101386
17050,Romania,2021-10-26,Johnson&Johnson,1289526
17051,Romania,2021-10-26,Moderna,794742
17052,Romania,2021-10-26,Oxford/AstraZeneca,849072
17053,Romania,2021-10-26,Pfizer/BioNTech,9192112
17054,Romania,2021-10-27,Johnson&Johnson,1346885
17055,Romania,2021-10-27,Moderna,798612
17056,Romania,2021-10-27,Oxford/AstraZeneca,849129
17057,Romania,2021-10-27,Pfizer/BioNTech,9281761
17058,Romania,2021-10-28,Johnson&Johnson,1395204
17059,Romania,2021-10-28,Moderna,801898
17060,Romania,2021-10-28,Oxford/AstraZeneca,849169
17061,Romania,2021-10-28,Pfizer/BioNTech,9356608
17062,Romania,2021-10-29,Johnson&Johnson,1439662
17063,Romania,2021-10-29,Moderna,805127
17064,Romania,2021-10-29,Oxford/AstraZeneca,849198
17065,Romania,2021-10-29,Pfizer/BioNTech,9428699
17066,Romania,2021-10-30,Johnson&Johnson,1465617
17067,Romania,2021-10-30,Moderna,808128
17068,Romania,2021-10-30,Oxford/AstraZeneca,849209
17069,Romania,2021-10-30,Pfizer/BioNTech,9488608
17070,Romania,2021-10-31,Johnson&Johnson,1484090
17071,Romania,2021-10-31,Moderna,810270
17072,Romania,2021-10-31,Oxford/AstraZeneca,849222
17073,Romania,2021-10-31,Pfizer/BioNTech,9533149
17074,Romania,2021-11-01,Johnson&Johnson,1508045
17075,Romania,2021-11-01,Moderna,813025
17076,Romania,2021-11-01,Oxford/AstraZeneca,849225
17077,Romania,2021-11-01,Pfizer/BioNTech,9586616
17078,Romania,2021-11-02,Johnson&Johnson,1531401
17079,Romania,2021-11-02,Moderna,815839
17080,Romania,2021-11-02,Pfizer/BioNTech,9638867
17081,Romania,2021-11-03,Johnson&Johnson,1554420
17082,Romania,2021-11-03,Moderna,818710
17083,Romania,2021-11-03,Pfizer/BioNTech,9695475
17084,Romania,2021-11-04,Johnson&Johnson,1575086
17085,Romania,2021-11-04,Moderna,821567
17086,Romania,2021-11-04,Pfizer/BioNTech,9754566
17087,Romania,2021-11-05,Johnson&Johnson,1596541
17088,Romania,2021-11-05,Moderna,825137
17089,Romania,2021-11-05,Pfizer/BioNTech,9819470
17090,Romania,2021-11-06,Johnson&Johnson,1608619
17091,Romania,2021-11-06,Moderna,828524
17092,Romania,2021-11-06,Pfizer/BioNTech,9875176
17093,Romania,2021-11-07,Johnson&Johnson,1617366
17094,Romania,2021-11-07,Moderna,831086
17095,Romania,2021-11-07,Pfizer/BioNTech,9920568
17096,Romania,2021-11-08,Johnson&Johnson,1630182
17097,Romania,2021-11-08,Moderna,833875
17098,Romania,2021-11-08,Pfizer/BioNTech,9974863
17099,Romania,2021-11-09,Johnson&Johnson,1643366
17100,Romania,2021-11-09,Moderna,836659
17101,Romania,2021-11-09,Pfizer/BioNTech,10026769
17102,Romania,2021-11-10,Johnson&Johnson,1656003
17103,Romania,2021-11-10,Moderna,839416
17104,Romania,2021-11-10,Pfizer/BioNTech,10082980
17105,Romania,2021-11-11,Johnson&Johnson,1668088
17106,Romania,2021-11-11,Moderna,842321
17107,Romania,2021-11-11,Pfizer/BioNTech,10150141
17108,Romania,2021-11-12,Johnson&Johnson,1681066
17109,Romania,2021-11-12,Moderna,845907
17110,Romania,2021-11-12,Pfizer/BioNTech,10231288
17111,Romania,2021-11-13,Johnson&Johnson,1689549
17112,Romania,2021-11-13,Moderna,849395
17113,Romania,2021-11-13,Pfizer/BioNTech,10312122
17114,Romania,2021-11-14,Johnson&Johnson,1695900
17115,Romania,2021-11-14,Moderna,851904
17116,Romania,2021-11-14,Pfizer/BioNTech,10383889
17117,Romania,2021-11-15,Johnson&Johnson,1705234
17118,Romania,2021-11-15,Moderna,854963
17119,Romania,2021-11-15,Pfizer/BioNTech,10462338
17120,Romania,2021-11-16,Johnson&Johnson,1715850
17121,Romania,2021-11-16,Moderna,857820
17122,Romania,2021-11-16,Pfizer/BioNTech,10547276
17123,Romania,2021-11-17,Johnson&Johnson,1726138
17124,Romania,2021-11-17,Moderna,860797
17125,Romania,2021-11-17,Pfizer/BioNTech,10618520
17126,Romania,2021-11-18,Johnson&Johnson,1736863
17127,Romania,2021-11-18,Moderna,864033
17128,Romania,2021-11-18,Pfizer/BioNTech,10693437
17129,Romania,2021-11-19,Johnson&Johnson,1748121
17130,Romania,2021-11-19,Moderna,868302
17131,Romania,2021-11-19,Pfizer/BioNTech,10768386
17132,Romania,2021-11-20,Johnson&Johnson,1754886
17133,Romania,2021-11-20,Moderna,872930
17134,Romania,2021-11-20,Pfizer/BioNTech,10836163
17135,Romania,2021-11-21,Johnson&Johnson,1760120
17136,Romania,2021-11-21,Moderna,876177
17137,Romania,2021-11-21,Pfizer/BioNTech,10885411
17138,Romania,2021-11-22,Johnson&Johnson,1767646
17139,Romania,2021-11-22,Moderna,879467
17140,Romania,2021-11-22,Pfizer/BioNTech,10939685
17141,Romania,2021-11-23,Johnson&Johnson,1776108
17142,Romania,2021-11-23,Moderna,882823
17143,Romania,2021-11-23,Pfizer/BioNTech,10994406
17144,Romania,2021-11-24,Johnson&Johnson,1784053
17145,Romania,2021-11-24,Moderna,886287
17146,Romania,2021-11-24,Pfizer/BioNTech,11049168
17147,Romania,2021-11-25,Johnson&Johnson,1792382
17148,Romania,2021-11-25,Moderna,889660
17149,Romania,2021-11-25,Pfizer/BioNTech,11102639
17150,Romania,2021-11-26,Johnson&Johnson,1801095
17151,Romania,2021-11-26,Moderna,893557
17152,Romania,2021-11-26,Pfizer/BioNTech,11160597
17153,Romania,2021-11-27,Johnson&Johnson,1806189
17154,Romania,2021-11-27,Moderna,897760
17155,Romania,2021-11-27,Pfizer/BioNTech,11213305
17156,Romania,2021-11-28,Johnson&Johnson,1810164
17157,Romania,2021-11-28,Moderna,900344
17158,Romania,2021-11-28,Pfizer/BioNTech,11253732
17159,Romania,2021-11-29,Johnson&Johnson,1815848
17160,Romania,2021-11-29,Moderna,903531
17161,Romania,2021-11-29,Pfizer/BioNTech,11300189
17162,Romania,2021-11-30,Johnson&Johnson,1819598
17163,Romania,2021-11-30,Moderna,905996
17164,Romania,2021-11-30,Pfizer/BioNTech,11335536
17165,Romania,2021-12-01,Johnson&Johnson,1821756
17166,Romania,2021-12-01,Moderna,907176
17167,Romania,2021-12-01,Pfizer/BioNTech,11357035
17168,Romania,2021-12-02,Johnson&Johnson,1827263
17169,Romania,2021-12-02,Moderna,909169
17170,Romania,2021-12-02,Pfizer/BioNTech,11394535
17171,Romania,2021-12-03,Johnson&Johnson,1834623
17172,Romania,2021-12-03,Moderna,912090
17173,Romania,2021-12-03,Pfizer/BioNTech,11439428
17174,Romania,2021-12-04,Johnson&Johnson,1838328
17175,Romania,2021-12-04,Moderna,914803
17176,Romania,2021-12-04,Pfizer/BioNTech,11476805
17177,Romania,2021-12-05,Johnson&Johnson,1841065
17178,Romania,2021-12-05,Moderna,916465
17179,Romania,2021-12-05,Pfizer/BioNTech,11505140
17180,Romania,2021-12-06,Johnson&Johnson,1846850
17181,Romania,2021-12-06,Moderna,918512
17182,Romania,2021-12-06,Pfizer/BioNTech,11542602
17183,Romania,2021-12-07,Johnson&Johnson,1852470
17184,Romania,2021-12-07,Moderna,920372
17185,Romania,2021-12-07,Pfizer/BioNTech,11575265
17186,Romania,2021-12-08,Johnson&Johnson,1858165
17187,Romania,2021-12-08,Moderna,921928
17188,Romania,2021-12-08,Pfizer/BioNTech,11601937
17189,Romania,2021-12-09,Johnson&Johnson,1863520
17190,Romania,2021-12-09,Moderna,924077
17191,Romania,2021-12-09,Pfizer/BioNTech,11633199
17192,Romania,2021-12-10,Johnson&Johnson,1868731
17193,Romania,2021-12-10,Moderna,926418
17194,Romania,2021-12-10,Pfizer/BioNTech,11671046
17195,Romania,2021-12-11,Johnson&Johnson,1871622
17196,Romania,2021-12-11,Moderna,928773
17197,Romania,2021-12-11,Pfizer/BioNTech,11704317
17198,Romania,2021-12-12,Johnson&Johnson,1873513
17199,Romania,2021-12-12,Moderna,930126
17200,Romania,2021-12-12,Pfizer/BioNTech,11727455
17201,Romania,2021-12-13,Johnson&Johnson,1877366
17202,Romania,2021-12-13,Moderna,931596
17203,Romania,2021-12-13,Pfizer/BioNTech,11754835
17204,Romania,2021-12-14,Johnson&Johnson,1881933
17205,Romania,2021-12-14,Moderna,933220
17206,Romania,2021-12-14,Pfizer/BioNTech,11783821
17207,Romania,2021-12-15,Johnson&Johnson,1886017
17208,Romania,2021-12-15,Moderna,934941
17209,Romania,2021-12-15,Pfizer/BioNTech,11812608
17210,Romania,2021-12-16,Johnson&Johnson,1890198
17211,Romania,2021-12-16,Moderna,936512
17212,Romania,2021-12-16,Oxford/AstraZeneca,849256
17213,Romania,2021-12-16,Pfizer/BioNTech,11839450
17214,Romania,2021-12-17,Johnson&Johnson,1894691
17215,Romania,2021-12-17,Moderna,938524
17216,Romania,2021-12-17,Oxford/AstraZeneca,849319
17217,Romania,2021-12-17,Pfizer/BioNTech,11869070
17218,Romania,2021-12-18,Johnson&Johnson,1896809
17219,Romania,2021-12-18,Moderna,940540
17220,Romania,2021-12-18,Oxford/AstraZeneca,849357
17221,Romania,2021-12-18,Pfizer/BioNTech,11893218
17222,Romania,2021-12-19,Johnson&Johnson,1898405
17223,Romania,2021-12-19,Moderna,941906
17224,Romania,2021-12-19,Oxford/AstraZeneca,849375
17225,Romania,2021-12-19,Pfizer/BioNTech,11911117
17226,Romania,2021-12-20,Johnson&Johnson,1902629
17227,Romania,2021-12-20,Moderna,943455
17228,Romania,2021-12-20,Oxford/AstraZeneca,849395
17229,Romania,2021-12-20,Pfizer/BioNTech,11935142
17230,Romania,2021-12-21,Johnson&Johnson,1907524
17231,Romania,2021-12-21,Moderna,945112
17232,Romania,2021-12-21,Oxford/AstraZeneca,849419
17233,Romania,2021-12-21,Pfizer/BioNTech,11956650
17234,Romania,2021-12-22,Johnson&Johnson,1912095
17235,Romania,2021-12-22,Moderna,946500
17236,Romania,2021-12-22,Oxford/AstraZeneca,849447
17237,Romania,2021-12-22,Pfizer/BioNTech,11975646
17238,Romania,2021-12-23,Johnson&Johnson,1915957
17239,Romania,2021-12-23,Moderna,947794
17240,Romania,2021-12-23,Oxford/AstraZeneca,849462
17241,Romania,2021-12-23,Pfizer/BioNTech,11992761
17242,Romania,2021-12-24,Johnson&Johnson,1919819
17243,Romania,2021-12-24,Moderna,948382
17244,Romania,2021-12-24,Oxford/AstraZeneca,849470
17245,Romania,2021-12-24,Pfizer/BioNTech,12001740
17246,Romania,2021-12-25,Johnson&Johnson,1920081
17247,Romania,2021-12-25,Moderna,948434
17248,Romania,2021-12-25,Oxford/AstraZeneca,849478
17249,Romania,2021-12-25,Pfizer/BioNTech,12002903
17250,Romania,2021-12-26,Johnson&Johnson,1920332
17251,Romania,2021-12-26,Moderna,948601
17252,Romania,2021-12-26,Oxford/AstraZeneca,849482
17253,Romania,2021-12-26,Pfizer/BioNTech,12005699
17254,Romania,2021-12-27,Johnson&Johnson,1923162
17255,Romania,2021-12-27,Moderna,949900
17256,Romania,2021-12-27,Oxford/AstraZeneca,849487
17257,Romania,2021-12-27,Pfizer/BioNTech,12022962
17258,Romania,2021-12-28,Johnson&Johnson,1927389
17259,Romania,2021-12-28,Moderna,951406
17260,Romania,2021-12-28,Oxford/AstraZeneca,849494
17261,Romania,2021-12-28,Pfizer/BioNTech,12042897
17262,Romania,2021-12-29,Johnson&Johnson,1931486
17263,Romania,2021-12-29,Moderna,952852
17264,Romania,2021-12-29,Oxford/AstraZeneca,849499
17265,Romania,2021-12-29,Pfizer/BioNTech,12062944
17266,Romania,2021-12-30,Johnson&Johnson,1935052
17267,Romania,2021-12-30,Moderna,953953
17268,Romania,2021-12-30,Oxford/AstraZeneca,849502
17269,Romania,2021-12-30,Pfizer/BioNTech,12077980
17270,Romania,2021-12-31,Johnson&Johnson,1936782
17271,Romania,2021-12-31,Moderna,954459
17272,Romania,2021-12-31,Oxford/AstraZeneca,849503
17273,Romania,2021-12-31,Pfizer/BioNTech,12084165
17274,Romania,2022-01-01,Johnson&Johnson,1936865
17275,Romania,2022-01-01,Moderna,954505
17276,Romania,2022-01-01,Pfizer/BioNTech,12084753
17277,Romania,2022-01-02,Johnson&Johnson,1937352
17278,Romania,2022-01-02,Moderna,954777
17279,Romania,2022-01-02,Oxford/AstraZeneca,849504
17280,Romania,2022-01-02,Pfizer/BioNTech,12089139
17281,Romania,2022-01-03,Johnson&Johnson,1942004
17282,Romania,2022-01-03,Moderna,956254
17283,Romania,2022-01-03,Oxford/AstraZeneca,849512
17284,Romania,2022-01-03,Pfizer/BioNTech,12108917
17285,Romania,2022-01-04,Johnson&Johnson,1947522
17286,Romania,2022-01-04,Moderna,957953
17287,Romania,2022-01-04,Oxford/AstraZeneca,849516
17288,Romania,2022-01-04,Pfizer/BioNTech,12132696
17289,Romania,2022-01-05,Johnson&Johnson,1952629
17290,Romania,2022-01-05,Moderna,959957
17291,Romania,2022-01-05,Oxford/AstraZeneca,849525
17292,Romania,2022-01-05,Pfizer/BioNTech,12158336
17293,Romania,2022-01-06,Johnson&Johnson,1957685
17294,Romania,2022-01-06,Moderna,961802
17295,Romania,2022-01-06,Oxford/AstraZeneca,849531
17296,Romania,2022-01-06,Pfizer/BioNTech,12181951
17297,Romania,2022-01-07,Johnson&Johnson,1962273
17298,Romania,2022-01-07,Moderna,963897
17299,Romania,2022-01-07,Oxford/AstraZeneca,849533
17300,Romania,2022-01-07,Pfizer/BioNTech,12208124
17301,Romania,2022-01-08,Johnson&Johnson,1967161
17302,Romania,2022-01-08,Moderna,966763
17303,Romania,2022-01-08,Oxford/AstraZeneca,849535
17304,Romania,2022-01-08,Pfizer/BioNTech,12241351
17305,Romania,2022-01-09,Johnson&Johnson,1968301
