,location,date,vaccine,total_vaccinations
17306,Romania,2022-01-09,Moderna,967737
17307,Romania,2022-01-09,Oxford/AstraZeneca,849537
17308,Romania,2022-01-09,Pfizer/BioNTech,12254085
17309,Romania,2022-01-10,Johnson&Johnson,1972067
17310,Romania,2022-01-10,Moderna,969187
17311,Romania,2022-01-10,Oxford/AstraZeneca,849538
17312,Romania,2022-01-10,Pfizer/BioNTech,12274261
17313,Romania,2022-01-11,Johnson&Johnson,1976438
17314,Romania,2022-01-11,Moderna,970655
17315,Romania,2022-01-11,Oxford/AstraZeneca,849540
17316,Romania,2022-01-11,Pfizer/BioNTech,12294325
17317,Romania,2022-01-12,Johnson&Johnson,1980464
17318,Romania,2022-01-12,Moderna,972003
17319,Romania,2022-01-12,Oxford/AstraZeneca,849541
17320,Romania,2022-01-12,Pfizer/BioNTech,12313645
17321,Romania,2022-01-13,Johnson&Johnson,1984099
17322,Romania,2022-01-13,Moderna,973177
17323,Romania,2022-01-13,Pfizer/BioNTech,12329815
17324,Romania,2022-01-14,Johnson&Johnson,1987828
17325,Romania,2022-01-14,Moderna,974842
17326,Romania,2022-01-14,Pfizer/BioNTech,12349264
17327,Romania,2022-01-15,Johnson&Johnson,1989388
17328,Romania,2022-01-15,Moderna,976279
17329,Romania,2022-01-15,Pfizer/BioNTech,12363790
17330,Romania,2022-01-16,Johnson&Johnson,1990173
17331,Romania,2022-01-16,Moderna,976993
17332,Romania,2022-01-16,Pfizer/BioNTech,12371991
17333,Romania,2022-01-17,Johnson&Johnson,1992763
17334,Romania,2022-01-17,Moderna,977905
17335,Romania,2022-01-17,Oxford/AstraZeneca,849546
17336,Romania,2022-01-17,Pfizer/BioNTech,12385447
17337,Romania,2022-01-18,Johnson&Johnson,1995895
17338,Romania,2022-01-18,Moderna,978131
17339,Romania,2022-01-18,Oxford/AstraZeneca,849549
17340,Romania,2022-01-18,Pfizer/BioNTech,12398766
17341,Romania,2022-01-19,Johnson&Johnson,1998824
17342,Romania,2022-01-19,Moderna,978895
17343,Romania,2022-01-19,Pfizer/BioNTech,12411790
17344,Romania,2022-01-20,Johnson&Johnson,2001578
17345,Romania,2022-01-20,Moderna,979715
17346,Romania,2022-01-20,Oxford/AstraZeneca,849550
17347,Romania,2022-01-20,Pfizer/BioNTech,12423752
17348,Romania,2022-01-21,Johnson&Johnson,2004127
17349,Romania,2022-01-21,Moderna,980795
17350,Romania,2022-01-21,Pfizer/BioNTech,12437190
17351,Romania,2022-01-22,Johnson&Johnson,2005194
17352,Romania,2022-01-22,Moderna,982171
17353,Romania,2022-01-22,Pfizer/BioNTech,12451455
17354,Romania,2022-01-23,Johnson&Johnson,2005741
17355,Romania,2022-01-23,Moderna,983052
17356,Romania,2022-01-23,Pfizer/BioNTech,12454133
17357,Romania,2022-01-24,Johnson&Johnson,2006436
17358,Romania,2022-01-24,Moderna,983860
17359,Romania,2022-01-24,Pfizer/BioNTech,12465563
17360,Romania,2022-01-25,Johnson&Johnson,2008377
17361,Romania,2022-01-25,Moderna,984850
17362,Romania,2022-01-25,Pfizer/BioNTech,12479948
17363,Romania,2022-01-26,Johnson&Johnson,2010415
17364,Romania,2022-01-26,Moderna,985805
17365,Romania,2022-01-26,Pfizer/BioNTech,12495828
17366,Romania,2022-01-27,Johnson&Johnson,2012288
17367,Romania,2022-01-27,Moderna,986920
17368,Romania,2022-01-27,Pfizer/BioNTech,12513044
17369,Romania,2022-01-28,Johnson&Johnson,2014186
17370,Romania,2022-01-28,Moderna,988181
17371,Romania,2022-01-28,Pfizer/BioNTech,12533018
17372,Romania,2022-01-29,Johnson&Johnson,2015061
17373,Romania,2022-01-29,Moderna,989345
17374,Romania,2022-01-29,Pfizer/BioNTech,12550112
17375,Romania,2022-01-30,Johnson&Johnson,2015487
17376,Romania,2022-01-30,Moderna,989997
17377,Romania,2022-01-30,Pfizer/BioNTech,12560325
17378,Romania,2022-01-31,Johnson&Johnson,2017009
17379,Romania,2022-01-31,Moderna,990742
17380,Romania,2022-01-31,Pfizer/BioNTech,12574746
17381,Romania,2022-02-01,Johnson&Johnson,2018652
17382,Romania,2022-02-01,Moderna,991664
17383,Romania,2022-02-01,Pfizer/BioNTech,12589250
17384,Romania,2022-02-02,Johnson&Johnson,2020242
17385,Romania,2022-02-02,Moderna,992512
17386,Romania,2022-02-02,Pfizer/BioNTech,12602997
17387,Romania,2022-02-03,Johnson&Johnson,2021806
17388,Romania,2022-02-03,Moderna,993193
17389,Romania,2022-02-03,Pfizer/BioNTech,12615335
17390,Romania,2022-02-04,Johnson&Johnson,2023542
17391,Romania,2022-02-04,Moderna,994052
17392,Romania,2022-02-04,Oxford/AstraZeneca,849551
17393,Romania,2022-02-04,Pfizer/BioNTech,12629390
17394,Romania,2022-02-05,Johnson&Johnson,2024336
17395,Romania,2022-02-05,Moderna,994904
17396,Romania,2022-02-05,Pfizer/BioNTech,12640750
17397,Romania,2022-02-06,Johnson&Johnson,2024701
17398,Romania,2022-02-06,Moderna,995412
17399,Romania,2022-02-06,Pfizer/BioNTech,12647268
17400,Romania,2022-02-07,Johnson&Johnson,2025837
17401,Romania,2022-02-07,Moderna,995951
17402,Romania,2022-02-07,Pfizer/BioNTech,12656464
17403,Romania,2022-02-08,Johnson&Johnson,2027132
17404,Romania,2022-02-08,Moderna,996545
17405,Romania,2022-02-08,Pfizer/BioNTech,12666044
17406,Slovakia,2021-01-01,Pfizer/BioNTech,0
17407,Slovakia,2021-01-08,Pfizer/BioNTech,29966
17408,Slovakia,2021-01-15,Moderna,0
17409,Slovakia,2021-01-15,Pfizer/BioNTech,63224
17410,Slovakia,2021-01-22,Pfizer/BioNTech,101016
17411,Slovakia,2021-01-29,Moderna,72
17412,Slovakia,2021-01-29,Pfizer/BioNTech,148006
17413,Slovakia,2021-02-05,Moderna,1661
17414,Slovakia,2021-02-05,Oxford/AstraZeneca,0
17415,Slovakia,2021-02-05,Pfizer/BioNTech,214875
17416,Slovakia,2021-02-12,Moderna,6493
17417,Slovakia,2021-02-12,Oxford/AstraZeneca,12805
17418,Slovakia,2021-02-12,Pfizer/BioNTech,279171
17419,Slovakia,2021-02-19,Moderna,18231
17420,Slovakia,2021-02-19,Oxford/AstraZeneca,27153
17421,Slovakia,2021-02-19,Pfizer/BioNTech,325375
17422,Slovakia,2021-02-26,Moderna,22503
17423,Slovakia,2021-02-26,Oxford/AstraZeneca,47986
17424,Slovakia,2021-02-26,Pfizer/BioNTech,376933
17425,Slovakia,2021-03-05,Moderna,24604
17426,Slovakia,2021-03-05,Oxford/AstraZeneca,89760
17427,Slovakia,2021-03-05,Pfizer/BioNTech,430414
17428,Slovakia,2021-03-05,Sputnik V,0
17429,Slovakia,2021-03-12,Moderna,29539
17430,Slovakia,2021-03-12,Oxford/AstraZeneca,132715
17431,Slovakia,2021-03-12,Pfizer/BioNTech,488127
17432,Slovakia,2021-03-19,Moderna,41418
17433,Slovakia,2021-03-19,Oxford/AstraZeneca,179402
17434,Slovakia,2021-03-19,Pfizer/BioNTech,561728
17435,Slovakia,2021-03-26,Moderna,55937
17436,Slovakia,2021-03-26,Oxford/AstraZeneca,216928
17437,Slovakia,2021-03-26,Pfizer/BioNTech,640825
17438,Slovakia,2021-04-02,Moderna,67020
17439,Slovakia,2021-04-02,Oxford/AstraZeneca,245351
17440,Slovakia,2021-04-02,Pfizer/BioNTech,706795
17441,Slovakia,2021-04-09,Moderna,79344
17442,Slovakia,2021-04-09,Oxford/AstraZeneca,295776
17443,Slovakia,2021-04-09,Pfizer/BioNTech,779409
17444,Slovakia,2021-04-16,Johnson&Johnson,0
17445,Slovakia,2021-04-16,Moderna,98225
17446,Slovakia,2021-04-16,Oxford/AstraZeneca,347851
17447,Slovakia,2021-04-16,Pfizer/BioNTech,863302
17448,Slovakia,2021-04-23,Moderna,119961
17449,Slovakia,2021-04-23,Oxford/AstraZeneca,392544
17450,Slovakia,2021-04-23,Pfizer/BioNTech,948438
17451,Slovakia,2021-04-30,Johnson&Johnson,0
17452,Slovakia,2021-04-30,Moderna,141986
17453,Slovakia,2021-04-30,Oxford/AstraZeneca,427660
17454,Slovakia,2021-04-30,Pfizer/BioNTech,1059843
17455,Slovakia,2021-05-07,Moderna,169758
17456,Slovakia,2021-05-07,Oxford/AstraZeneca,462212
17457,Slovakia,2021-05-07,Pfizer/BioNTech,1196641
17458,Slovakia,2021-05-14,Johnson&Johnson,0
17459,Slovakia,2021-05-14,Moderna,199793
17460,Slovakia,2021-05-14,Oxford/AstraZeneca,501951
17461,Slovakia,2021-05-14,Pfizer/BioNTech,1361463
17462,Slovakia,2021-05-21,Johnson&Johnson,0
17463,Slovakia,2021-05-21,Moderna,232469
17464,Slovakia,2021-05-21,Oxford/AstraZeneca,548479
17465,Slovakia,2021-05-21,Pfizer/BioNTech,1530608
17466,Slovakia,2021-05-28,Johnson&Johnson,0
17467,Slovakia,2021-05-28,Moderna,260612
17468,Slovakia,2021-05-28,Oxford/AstraZeneca,588987
17469,Slovakia,2021-05-28,Pfizer/BioNTech,1710968
17470,Slovakia,2021-06-04,Johnson&Johnson,0
17471,Slovakia,2021-06-04,Moderna,288440
17472,Slovakia,2021-06-04,Oxford/AstraZeneca,629736
17473,Slovakia,2021-06-04,Pfizer/BioNTech,1882931
17474,Slovakia,2021-06-11,Johnson&Johnson,0
17475,Slovakia,2021-06-11,Moderna,314829
17476,Slovakia,2021-06-11,Oxford/AstraZeneca,661045
17477,Slovakia,2021-06-11,Pfizer/BioNTech,2061631
17478,Slovakia,2021-06-11,Sputnik V,4131
17479,Slovakia,2021-06-18,Johnson&Johnson,121
17480,Slovakia,2021-06-18,Moderna,341347
17481,Slovakia,2021-06-18,Oxford/AstraZeneca,707053
17482,Slovakia,2021-06-18,Pfizer/BioNTech,2232007
17483,Slovakia,2021-06-18,Sputnik V,7877
17484,Slovakia,2021-06-25,Johnson&Johnson,233
17485,Slovakia,2021-06-25,Moderna,364576
17486,Slovakia,2021-06-25,Oxford/AstraZeneca,755173
17487,Slovakia,2021-06-25,Pfizer/BioNTech,2393006
17488,Slovakia,2021-06-25,Sputnik V,11532
17489,Slovakia,2021-07-02,Johnson&Johnson,5330
17490,Slovakia,2021-07-02,Moderna,386025
17491,Slovakia,2021-07-02,Oxford/AstraZeneca,788899
17492,Slovakia,2021-07-02,Pfizer/BioNTech,2538233
17493,Slovakia,2021-07-02,Sputnik V,17555
17494,Slovakia,2021-07-09,Johnson&Johnson,13853
17495,Slovakia,2021-07-09,Moderna,402916
17496,Slovakia,2021-07-09,Oxford/AstraZeneca,818010
17497,Slovakia,2021-07-09,Pfizer/BioNTech,2647020
17498,Slovakia,2021-07-09,Sputnik V,23806
17499,Slovakia,2021-07-16,Johnson&Johnson,23016
17500,Slovakia,2021-07-16,Moderna,419322
17501,Slovakia,2021-07-16,Oxford/AstraZeneca,833555
17502,Slovakia,2021-07-16,Pfizer/BioNTech,2733824
17503,Slovakia,2021-07-16,Sputnik V,27960
17504,Slovakia,2021-07-23,Johnson&Johnson,29152
17505,Slovakia,2021-07-23,Moderna,431693
17506,Slovakia,2021-07-23,Oxford/AstraZeneca,839267
17507,Slovakia,2021-07-23,Pfizer/BioNTech,2792912
17508,Slovakia,2021-07-23,Sputnik V,30658
17509,Slovakia,2021-07-30,Johnson&Johnson,34582
17510,Slovakia,2021-07-30,Moderna,443943
17511,Slovakia,2021-07-30,Oxford/AstraZeneca,840858
17512,Slovakia,2021-07-30,Pfizer/BioNTech,2855077
17513,Slovakia,2021-07-30,Sputnik V,34412
17514,Slovakia,2021-08-06,Johnson&Johnson,42396
17515,Slovakia,2021-08-06,Moderna,452914
17516,Slovakia,2021-08-06,Oxford/AstraZeneca,841388
17517,Slovakia,2021-08-06,Pfizer/BioNTech,2918913
17518,Slovakia,2021-08-06,Sputnik V,35379
17519,Slovakia,2021-08-13,Johnson&Johnson,50277
17520,Slovakia,2021-08-13,Moderna,459411
17521,Slovakia,2021-08-13,Oxford/AstraZeneca,841796
17522,Slovakia,2021-08-13,Pfizer/BioNTech,2973051
17523,Slovakia,2021-08-13,Sputnik V,36468
17524,Slovakia,2021-08-20,Johnson&Johnson,59221
17525,Slovakia,2021-08-20,Moderna,465321
17526,Slovakia,2021-08-20,Oxford/AstraZeneca,841865
17527,Slovakia,2021-08-20,Pfizer/BioNTech,3013292
17528,Slovakia,2021-08-20,Sputnik V,37568
17529,Slovakia,2021-08-27,Johnson&Johnson,65193
17530,Slovakia,2021-08-27,Moderna,469664
17531,Slovakia,2021-08-27,Oxford/AstraZeneca,841984
17532,Slovakia,2021-08-27,Pfizer/BioNTech,3048142
17533,Slovakia,2021-08-27,Sputnik V,37691
17534,Slovakia,2021-09-03,Johnson&Johnson,69783
17535,Slovakia,2021-09-03,Moderna,473224
17536,Slovakia,2021-09-03,Oxford/AstraZeneca,842055
17537,Slovakia,2021-09-03,Pfizer/BioNTech,3075776
17538,Slovakia,2021-09-03,Sputnik V,37696
17539,Slovakia,2021-09-10,Johnson&Johnson,72759
17540,Slovakia,2021-09-10,Moderna,476024
17541,Slovakia,2021-09-10,Pfizer/BioNTech,3103210
17542,Slovakia,2021-09-17,Johnson&Johnson,77156
17543,Slovakia,2021-09-17,Moderna,478664
17544,Slovakia,2021-09-17,Oxford/AstraZeneca,842076
17545,Slovakia,2021-09-17,Pfizer/BioNTech,3127389
17546,Slovakia,2021-09-24,Johnson&Johnson,81888
17547,Slovakia,2021-09-24,Moderna,481085
17548,Slovakia,2021-09-24,Oxford/AstraZeneca,842110
17549,Slovakia,2021-09-24,Pfizer/BioNTech,3152786
17550,Slovakia,2021-10-01,Johnson&Johnson,86891
17551,Slovakia,2021-10-01,Moderna,482673
17552,Slovakia,2021-10-01,Oxford/AstraZeneca,842206
17553,Slovakia,2021-10-01,Pfizer/BioNTech,3172476
17554,Slovakia,2021-10-08,Johnson&Johnson,90712
17555,Slovakia,2021-10-08,Moderna,484042
17556,Slovakia,2021-10-08,Oxford/AstraZeneca,842224
17557,Slovakia,2021-10-08,Pfizer/BioNTech,3189583
17558,Slovakia,2021-10-15,Johnson&Johnson,93537
17559,Slovakia,2021-10-15,Moderna,485435
17560,Slovakia,2021-10-15,Oxford/AstraZeneca,842226
17561,Slovakia,2021-10-15,Pfizer/BioNTech,3205597
17562,Slovakia,2021-10-22,Johnson&Johnson,96767
17563,Slovakia,2021-10-22,Moderna,487320
17564,Slovakia,2021-10-22,Oxford/AstraZeneca,842230
17565,Slovakia,2021-10-22,Pfizer/BioNTech,3239997
17566,Slovakia,2021-10-29,Johnson&Johnson,100463
17567,Slovakia,2021-10-29,Moderna,491273
17568,Slovakia,2021-10-29,Pfizer/BioNTech,3291479
17569,Slovakia,2021-11-05,Johnson&Johnson,105465
17570,Slovakia,2021-11-05,Moderna,498806
17571,Slovakia,2021-11-05,Oxford/AstraZeneca,842231
17572,Slovakia,2021-11-05,Pfizer/BioNTech,3370482
17573,Slovakia,2021-11-12,Johnson&Johnson,116837
17574,Slovakia,2021-11-12,Moderna,508470
17575,Slovakia,2021-11-12,Pfizer/BioNTech,3479028
17576,Slovakia,2021-11-19,Johnson&Johnson,132277
17577,Slovakia,2021-11-19,Moderna,519069
17578,Slovakia,2021-11-19,Pfizer/BioNTech,3591778
17579,Slovakia,2021-11-26,Johnson&Johnson,150485
17580,Slovakia,2021-11-26,Moderna,530399
17581,Slovakia,2021-11-26,Pfizer/BioNTech,3723329
17582,Slovakia,2021-12-03,Johnson&Johnson,157772
17583,Slovakia,2021-12-03,Moderna,544292
17584,Slovakia,2021-12-03,Pfizer/BioNTech,3847208
17585,Slovakia,2021-12-10,Johnson&Johnson,162015
17586,Slovakia,2021-12-10,Moderna,562470
17587,Slovakia,2021-12-10,Pfizer/BioNTech,4000707
17588,Slovakia,2021-12-17,Johnson&Johnson,164802
17589,Slovakia,2021-12-17,Moderna,587459
17590,Slovakia,2021-12-17,Pfizer/BioNTech,4197377
17591,Slovakia,2021-12-24,Johnson&Johnson,166010
17592,Slovakia,2021-12-24,Moderna,599268
17593,Slovakia,2021-12-24,Pfizer/BioNTech,4307342
17594,Slovakia,2021-12-24,Sputnik V,37698
17595,Slovakia,2021-12-31,Johnson&Johnson,166934
17596,Slovakia,2021-12-31,Moderna,609154
17597,Slovakia,2021-12-31,Pfizer/BioNTech,4432590
17598,Slovakia,2022-01-07,Johnson&Johnson,169604
17599,Slovakia,2022-01-07,Moderna,627826
17600,Slovakia,2022-01-07,Pfizer/BioNTech,4579093
17601,Slovakia,2022-01-14,Johnson&Johnson,174061
17602,Slovakia,2022-01-14,Moderna,641206
17603,Slovakia,2022-01-14,Pfizer/BioNTech,4711952
17604,Slovakia,2022-01-21,Johnson&Johnson,177383
17605,Slovakia,2022-01-21,Moderna,652875
17606,Slovakia,2022-01-21,Pfizer/BioNTech,4809253
17607,Slovakia,2022-01-28,Johnson&Johnson,179621
17608,Slovakia,2022-01-28,Moderna,662410
17609,Slovakia,2022-01-28,Oxford/AstraZeneca,842231
17610,Slovakia,2022-01-28,Pfizer/BioNTech,4875412
17611,Slovakia,2022-02-04,Johnson&Johnson,181159
17612,Slovakia,2022-02-04,Moderna,666222
17613,Slovakia,2022-02-04,Pfizer/BioNTech,4906371
17614,Slovakia,2022-02-08,Johnson&Johnson,181194
17615,Slovakia,2022-02-08,Moderna,666430
17616,Slovakia,2022-02-08,Pfizer/BioNTech,4908444
17617,Slovenia,2021-01-01,Pfizer/BioNTech,6200
17618,Slovenia,2021-01-08,Pfizer/BioNTech,30624
17619,Slovenia,2021-01-15,Pfizer/BioNTech,49698
17620,Slovenia,2021-01-22,Moderna,517
17621,Slovenia,2021-01-22,Pfizer/BioNTech,64411
17622,Slovenia,2021-01-29,Moderna,520
17623,Slovenia,2021-01-29,Pfizer/BioNTech,82413
17624,Slovenia,2021-02-05,Moderna,951
17625,Slovenia,2021-02-05,Pfizer/BioNTech,101781
17626,Slovenia,2021-02-12,Moderna,3828
17627,Slovenia,2021-02-12,Oxford/AstraZeneca,2202
17628,Slovenia,2021-02-12,Pfizer/BioNTech,118897
17629,Slovenia,2021-02-19,Moderna,4571
17630,Slovenia,2021-02-19,Oxford/AstraZeneca,6235
17631,Slovenia,2021-02-19,Pfizer/BioNTech,139346
17632,Slovenia,2021-02-26,Moderna,4886
17633,Slovenia,2021-02-26,Oxford/AstraZeneca,14000
17634,Slovenia,2021-02-26,Pfizer/BioNTech,160016
17635,Slovenia,2021-03-05,Moderna,9081
17636,Slovenia,2021-03-05,Oxford/AstraZeneca,24838
17637,Slovenia,2021-03-05,Pfizer/BioNTech,179531
17638,Slovenia,2021-03-12,Moderna,12003
17639,Slovenia,2021-03-12,Oxford/AstraZeneca,52728
17640,Slovenia,2021-03-12,Pfizer/BioNTech,201049
17641,Slovenia,2021-03-19,Moderna,17915
17642,Slovenia,2021-03-19,Oxford/AstraZeneca,56039
17643,Slovenia,2021-03-19,Pfizer/BioNTech,222549
17644,Slovenia,2021-03-26,Moderna,20916
17645,Slovenia,2021-03-26,Oxford/AstraZeneca,78449
17646,Slovenia,2021-03-26,Pfizer/BioNTech,251800
17647,Slovenia,2021-04-02,Moderna,38889
17648,Slovenia,2021-04-02,Oxford/AstraZeneca,90874
17649,Slovenia,2021-04-02,Pfizer/BioNTech,281825
17650,Slovenia,2021-04-09,Moderna,42042
17651,Slovenia,2021-04-09,Oxford/AstraZeneca,102406
17652,Slovenia,2021-04-09,Pfizer/BioNTech,322672
17653,Slovenia,2021-04-16,Moderna,53267
17654,Slovenia,2021-04-16,Oxford/AstraZeneca,108192
17655,Slovenia,2021-04-16,Pfizer/BioNTech,364240
17656,Slovenia,2021-04-23,Moderna,59926
17657,Slovenia,2021-04-23,Oxford/AstraZeneca,127846
17658,Slovenia,2021-04-23,Pfizer/BioNTech,405549
17659,Slovenia,2021-04-30,Johnson&Johnson,72
17660,Slovenia,2021-04-30,Moderna,69410
17661,Slovenia,2021-04-30,Oxford/AstraZeneca,131482
17662,Slovenia,2021-04-30,Pfizer/BioNTech,452443
17663,Slovenia,2021-05-07,Johnson&Johnson,1652
17664,Slovenia,2021-05-07,Moderna,78754
17665,Slovenia,2021-05-07,Oxford/AstraZeneca,142995
17666,Slovenia,2021-05-07,Pfizer/BioNTech,527424
17667,Slovenia,2021-05-14,Johnson&Johnson,9897
17668,Slovenia,2021-05-14,Moderna,86916
17669,Slovenia,2021-05-14,Oxford/AstraZeneca,164597
17670,Slovenia,2021-05-14,Pfizer/BioNTech,587594
17671,Slovenia,2021-05-21,Johnson&Johnson,16024
17672,Slovenia,2021-05-21,Moderna,106513
17673,Slovenia,2021-05-21,Oxford/AstraZeneca,194350
17674,Slovenia,2021-05-21,Pfizer/BioNTech,645292
17675,Slovenia,2021-05-28,Johnson&Johnson,20972
17676,Slovenia,2021-05-28,Moderna,117335
17677,Slovenia,2021-05-28,Oxford/AstraZeneca,218586
17678,Slovenia,2021-05-28,Pfizer/BioNTech,703437
17679,Slovenia,2021-06-04,Johnson&Johnson,32918
17680,Slovenia,2021-06-04,Moderna,125052
17681,Slovenia,2021-06-04,Oxford/AstraZeneca,245957
17682,Slovenia,2021-06-04,Pfizer/BioNTech,788953
17683,Slovenia,2021-06-11,Johnson&Johnson,38144
17684,Slovenia,2021-06-11,Moderna,132837
17685,Slovenia,2021-06-11,Oxford/AstraZeneca,269310
17686,Slovenia,2021-06-11,Pfizer/BioNTech,867042
17687,Slovenia,2021-06-18,Johnson&Johnson,43799
17688,Slovenia,2021-06-18,Moderna,147734
17689,Slovenia,2021-06-18,Oxford/AstraZeneca,283137
17690,Slovenia,2021-06-18,Pfizer/BioNTech,901702
17691,Slovenia,2021-06-25,Johnson&Johnson,47016
17692,Slovenia,2021-06-25,Moderna,158084
17693,Slovenia,2021-06-25,Oxford/AstraZeneca,291808
17694,Slovenia,2021-06-25,Pfizer/BioNTech,943256
17695,Slovenia,2021-07-02,Johnson&Johnson,50250
17696,Slovenia,2021-07-02,Moderna,164910
17697,Slovenia,2021-07-02,Oxford/AstraZeneca,303044
17698,Slovenia,2021-07-02,Pfizer/BioNTech,988198
17699,Slovenia,2021-07-09,Johnson&Johnson,55245
17700,Slovenia,2021-07-09,Moderna,171834
17701,Slovenia,2021-07-09,Oxford/AstraZeneca,310580
17702,Slovenia,2021-07-09,Pfizer/BioNTech,1021892
17703,Slovenia,2021-07-16,Johnson&Johnson,63931
17704,Slovenia,2021-07-16,Moderna,176524
17705,Slovenia,2021-07-16,Oxford/AstraZeneca,315459
17706,Slovenia,2021-07-16,Pfizer/BioNTech,1050679
17707,Slovenia,2021-07-23,Johnson&Johnson,72395
17708,Slovenia,2021-07-23,Moderna,178537
17709,Slovenia,2021-07-23,Oxford/AstraZeneca,318617
17710,Slovenia,2021-07-23,Pfizer/BioNTech,1076590
17711,Slovenia,2021-07-30,Johnson&Johnson,79619
17712,Slovenia,2021-07-30,Moderna,180190
17713,Slovenia,2021-07-30,Oxford/AstraZeneca,321293
17714,Slovenia,2021-07-30,Pfizer/BioNTech,1103149
17715,Slovenia,2021-08-06,Johnson&Johnson,84534
17716,Slovenia,2021-08-06,Moderna,181881
17717,Slovenia,2021-08-06,Oxford/AstraZeneca,322870
17718,Slovenia,2021-08-06,Pfizer/BioNTech,1129938
17719,Slovenia,2021-08-13,Johnson&Johnson,88648
17720,Slovenia,2021-08-13,Moderna,183122
17721,Slovenia,2021-08-13,Oxford/AstraZeneca,323773
17722,Slovenia,2021-08-13,Pfizer/BioNTech,1154304
17723,Slovenia,2021-08-20,Johnson&Johnson,93238
17724,Slovenia,2021-08-20,Moderna,184619
17725,Slovenia,2021-08-20,Oxford/AstraZeneca,324459
17726,Slovenia,2021-08-20,Pfizer/BioNTech,1180777
17727,Slovenia,2021-08-27,Johnson&Johnson,97401
17728,Slovenia,2021-08-27,Moderna,185763
17729,Slovenia,2021-08-27,Oxford/AstraZeneca,324918
17730,Slovenia,2021-08-27,Pfizer/BioNTech,1206686
17731,Slovenia,2021-09-03,Johnson&Johnson,100987
17732,Slovenia,2021-09-03,Moderna,186800
17733,Slovenia,2021-09-03,Oxford/AstraZeneca,325647
17734,Slovenia,2021-09-03,Pfizer/BioNTech,1227791
17735,Slovenia,2021-09-10,Johnson&Johnson,107510
17736,Slovenia,2021-09-10,Moderna,187903
17737,Slovenia,2021-09-10,Oxford/AstraZeneca,326005
17738,Slovenia,2021-09-10,Pfizer/BioNTech,1258245
17739,Slovenia,2021-09-17,Johnson&Johnson,125731
17740,Slovenia,2021-09-17,Moderna,190225
17741,Slovenia,2021-09-17,Oxford/AstraZeneca,326419
17742,Slovenia,2021-09-17,Pfizer/BioNTech,1322294
17743,Slovenia,2021-09-24,Johnson&Johnson,133566
17744,Slovenia,2021-09-24,Moderna,191833
17745,Slovenia,2021-09-24,Oxford/AstraZeneca,326645
17746,Slovenia,2021-09-24,Pfizer/BioNTech,1357012
17747,Slovenia,2021-10-01,Johnson&Johnson,136307
17748,Slovenia,2021-10-01,Moderna,192985
17749,Slovenia,2021-10-01,Oxford/AstraZeneca,326758
17750,Slovenia,2021-10-01,Pfizer/BioNTech,1386478
17751,Slovenia,2021-10-08,Johnson&Johnson,136308
